Loan_ID,Disbursement_Date,Fiscal_Year,State,State_Tier,Sector,ITC_HS_Chapter,Enterprise_Size,Lending_Bank,Loan_Type,Loan_Amount_INR,Export_Turnover_INR,Turnover_Volatility_Pct,Destination_Country,Destination_Risk,NPA_History,IES_Eligible,Risk_Score,Risk_Tier,IES_Claimed
IES001594,2020-09-03,FY2020-21,Madhya Pradesh,2,Electronic Components,85-90,Small,Punjab National Bank,Packing Credit,3130179,8331501,19.1,UK,Low,No,Yes,15,Low,No
IES001595,2024-03-15,FY2023-24,Punjab,2,Electronic Components,85-90,Small,EXIM Bank of India,Pre-Shipment Credit,9845835,43615600,23.9,USA,Low,No,Yes,15,Low,Yes
IES001596,2016-08-07,FY2016-17,Punjab,2,Gems & Jewellery,71,Micro,Axis Bank,Export Factoring,4609146,18001114,26.7,Egypt,High,No,No,45,Medium,No
IES001597,2020-08-01,FY2020-21,Rajasthan,2,Agriculture & Food Products,01-24,Small,Union Bank of India,Export Bill Discounting,620897,2696592,15.9,Others,Medium,No,Yes,40,Medium,Yes
IES001598,2022-03-09,FY2021-22,West Bengal,2,Electronic Components,85-90,Micro,Canara Bank,ECGC-backed Term Loan,2565992,6360225,42.8,Turkey,Medium,No,No,40,Medium,No
IES001599,2021-03-31,FY2020-21,Rajasthan,2,Agriculture & Food Products,01-24,Small,HDFC Bank,Export Factoring,1149251,3256656,42.1,UAE,Low,Yes,Yes,75,High,No
IES001600,2020-02-21,FY2019-20,Gujarat,1,Electronic Components,85-90,Medium,EXIM Bank of India,Post-Shipment Credit,7365188,16092889,7.9,Sri Lanka,Medium,No,Yes,10,Low,Yes
IES001601,2021-12-04,FY2021-22,Andhra Pradesh,2,Electronic Components,85-90,Micro,EXIM Bank of India,Post-Shipment Credit,2173320,4355464,22.7,Germany,Low,No,Yes,20,Low,Yes
IES001602,2022-01-07,FY2021-22,Assam,3,Engineering Goods,84-85,Small,Punjab National Bank,Packing Credit,1972437,5325479,7.9,USA,Low,No,Yes,5,Low,Yes
IES001603,2019-12-18,FY2019-20,Rajasthan,2,Leather & Footwear,41-64,Medium,SIDBI,ECGC-backed Term Loan,4060540,7939284,34.9,UAE,Low,No,No,38,Medium,No
IES001604,2022-11-10,FY2022-23,Karnataka,1,Textiles & Apparel,50-63,Small,Bank of Baroda,Export Bill Discounting,2090511,7304700,26.0,USA,Low,No,Yes,23,Low,Yes
IES001605,2016-08-21,FY2016-17,Maharashtra,1,Handicrafts,97,Small,Bank of Baroda,ECGC-backed Term Loan,361820,1090493,5.4,UAE,Low,No,No,20,Low,No
IES001606,2015-04-06,FY2015-16,Maharashtra,1,Electronic Components,85-90,Micro,Punjab National Bank,Packing Credit,4642181,16596541,38.1,Brazil,Medium,No,Yes,40,Medium,No
IES001607,2020-01-08,FY2019-20,Tamil Nadu,1,Leather & Footwear,41-64,Micro,ICICI Bank,Export Factoring,634892,2817076,26.0,USA,Low,No,Yes,28,Low,Yes
IES001608,2021-07-14,FY2021-22,Rajasthan,2,Engineering Goods,84-85,Small,Bank of Baroda,Export Factoring,3336387,10028632,50.5,Others,Medium,No,Yes,35,Medium,Yes
IES001609,2022-06-03,FY2022-23,Maharashtra,1,Plastics & Rubber,39-40,Micro,HDFC Bank,Export Factoring,1005906,3916408,48.2,UAE,Low,No,Yes,38,Medium,Yes
IES001610,2016-04-02,FY2016-17,Gujarat,1,Gems & Jewellery,71,Micro,Axis Bank,Packing Credit,5997253,17216099,28.8,Germany,Low,No,No,20,Low,No
IES001611,2016-10-27,FY2016-17,Andhra Pradesh,2,Marine Products,03,Small,SIDBI,Export Factoring,893570,3209255,9.2,USA,Low,Yes,Yes,55,Medium,No
IES001612,2019-07-15,FY2019-20,Odisha,3,Marine Products,03,Micro,ICICI Bank,Export Bill Discounting,399034,1631601,29.0,Germany,Low,No,Yes,35,Medium,No
IES001613,2023-02-05,FY2022-23,Gujarat,1,Chemicals & Pharma,28-30,Small,Axis Bank,ECGC-backed Term Loan,3895658,10718875,48.9,Brazil,Medium,No,No,35,Medium,No
IES001614,2021-07-16,FY2021-22,Gujarat,1,Agriculture & Food Products,01-24,Micro,Union Bank of India,ECGC-backed Term Loan,315296,665900,46.3,Germany,Low,No,No,45,Medium,No
IES001615,2022-04-13,FY2022-23,West Bengal,2,Electronic Components,85-90,Small,Bank of India,Pre-Shipment Credit,4473540,19753076,30.6,UAE,Low,No,Yes,25,Low,Yes
IES001616,2020-10-02,FY2020-21,Karnataka,1,Marine Products,03,Micro,HDFC Bank,Packing Credit,285796,678088,28.5,Germany,Low,No,Yes,35,Medium,Yes
IES001617,2020-08-12,FY2020-21,Uttar Pradesh,2,Chemicals & Pharma,28-30,Small,Axis Bank,ECGC-backed Term Loan,2225957,4625603,11.5,UAE,Low,No,No,5,Low,No
IES001618,2018-04-19,FY2018-19,Bihar,3,Agriculture & Food Products,01-24,Small,Union Bank of India,Pre-Shipment Credit,1366479,3270774,44.0,USA,Low,No,Yes,40,Medium,No
IES001619,2023-04-26,FY2023-24,Gujarat,1,Handicrafts,97,Micro,HDFC Bank,Post-Shipment Credit,154722,309220,21.6,Russia,High,No,Yes,60,High,Yes
IES001620,2017-07-27,FY2017-18,Karnataka,1,Chemicals & Pharma,28-30,Small,Union Bank of India,Pre-Shipment Credit,3606435,15578980,22.2,Singapore,Low,No,Yes,15,Low,Yes
IES001621,2017-08-26,FY2017-18,Rajasthan,2,Plastics & Rubber,39-40,Medium,Union Bank of India,Pre-Shipment Credit,3585325,7305070,49.6,Turkey,Medium,No,Yes,48,Medium,No
IES001622,2016-05-22,FY2016-17,Tamil Nadu,1,Chemicals & Pharma,28-30,Small,HDFC Bank,Export Factoring,4052877,11676606,40.5,Bangladesh,Medium,No,Yes,35,Medium,Yes
IES001623,2017-08-04,FY2017-18,Telangana,2,Agriculture & Food Products,01-24,Medium,Punjab National Bank,Export Factoring,2379038,5579974,14.2,Egypt,High,No,Yes,50,Medium,No
IES001624,2021-06-09,FY2021-22,Gujarat,1,Marine Products,03,Medium,Canara Bank,Post-Shipment Credit,1256386,2032940,6.1,USA,Low,No,Yes,15,Low,Yes
IES001625,2019-11-23,FY2019-20,Gujarat,1,Chemicals & Pharma,28-30,Micro,Bank of India,Post-Shipment Credit,1628013,4726385,35.3,Brazil,Medium,No,Yes,40,Medium,Yes
IES001626,2021-06-09,FY2021-22,Maharashtra,1,Marine Products,03,Small,HDFC Bank,ECGC-backed Term Loan,774005,2155646,6.4,Singapore,Low,No,No,20,Low,No
IES001627,2021-12-25,FY2021-22,Uttar Pradesh,2,Handicrafts,97,Small,Axis Bank,Export Factoring,470345,1316269,31.8,UK,Low,No,Yes,40,Medium,No
IES001628,2023-10-26,FY2023-24,Gujarat,1,Marine Products,03,Micro,State Bank of India,Post-Shipment Credit,485259,1422269,24.5,USA,Low,No,Yes,35,Medium,No
IES001629,2017-02-04,FY2016-17,Odisha,3,Plastics & Rubber,39-40,Micro,EXIM Bank of India,Pre-Shipment Credit,1145216,4902352,53.1,UK,Low,No,Yes,38,Medium,Yes
IES001630,2022-02-21,FY2021-22,Telangana,2,Marine Products,03,Small,Bank of India,Post-Shipment Credit,394565,1194299,27.6,Egypt,High,No,Yes,55,Medium,Yes
IES001631,2015-07-26,FY2015-16,Odisha,3,Gems & Jewellery,71,Small,HDFC Bank,ECGC-backed Term Loan,7078642,16618179,19.0,Singapore,Low,No,No,15,Low,No
IES001632,2022-06-06,FY2022-23,Karnataka,1,Engineering Goods,84-85,Medium,Canara Bank,ECGC-backed Term Loan,6813663,18498452,54.9,UAE,Low,No,No,20,Low,No
IES001633,2015-09-27,FY2015-16,Uttar Pradesh,2,Plastics & Rubber,39-40,Small,SIDBI,Pre-Shipment Credit,1559168,2724983,12.7,Turkey,Medium,No,Yes,23,Low,Yes
IES001634,2022-04-21,FY2022-23,Jharkhand,3,Marine Products,03,Micro,EXIM Bank of India,Post-Shipment Credit,325276,916851,30.5,USA,Low,No,Yes,45,Medium,Yes
IES001635,2016-06-14,FY2016-17,Andhra Pradesh,2,Handicrafts,97,Micro,State Bank of India,Export Factoring,173369,305285,20.2,UAE,Low,No,Yes,35,Medium,Yes
IES001636,2021-09-19,FY2021-22,Telangana,2,Marine Products,03,Micro,EXIM Bank of India,Export Bill Discounting,230095,1012343,52.2,UK,Low,No,Yes,45,Medium,Yes
IES001637,2022-12-06,FY2022-23,Karnataka,1,Handicrafts,97,Small,ICICI Bank,ECGC-backed Term Loan,642555,2717227,5.3,USA,Low,No,No,20,Low,No
IES001638,2017-10-11,FY2017-18,Tamil Nadu,1,Marine Products,03,Micro,Indian Bank,Export Bill Discounting,213222,838399,52.4,Nigeria,High,No,Yes,70,High,Yes
IES001639,2021-08-20,FY2021-22,Karnataka,1,Engineering Goods,84-85,Micro,State Bank of India,Post-Shipment Credit,1941670,2995200,17.9,USA,Low,No,Yes,20,Low,Yes
IES001640,2017-11-05,FY2017-18,Rajasthan,2,Gems & Jewellery,71,Medium,Union Bank of India,Pre-Shipment Credit,18950967,54007053,39.6,Others,Medium,No,No,40,Medium,No
IES001641,2015-08-14,FY2015-16,Andhra Pradesh,2,Textiles & Apparel,50-63,Small,Canara Bank,ECGC-backed Term Loan,2016467,6250988,25.3,UAE,Low,Yes,No,58,Medium,No
IES001642,2022-09-23,FY2022-23,Punjab,2,Agriculture & Food Products,01-24,Small,Punjab National Bank,Export Factoring,516979,1037827,53.9,Egypt,High,No,Yes,65,High,No
IES001643,2021-02-18,FY2020-21,West Bengal,2,Handicrafts,97,Small,Indian Bank,ECGC-backed Term Loan,332352,1099997,16.4,USA,Low,No,No,30,Medium,No
IES001644,2018-07-25,FY2018-19,Madhya Pradesh,2,Plastics & Rubber,39-40,Micro,EXIM Bank of India,Export Factoring,1302856,4079712,39.7,Singapore,Low,No,Yes,38,Medium,No
IES001645,2016-01-28,FY2015-16,Tamil Nadu,1,Gems & Jewellery,71,Micro,Canara Bank,Export Factoring,3580342,11936949,23.5,USA,Low,No,No,20,Low,No
IES001646,2018-11-24,FY2018-19,Odisha,3,Textiles & Apparel,50-63,Micro,ICICI Bank,Export Bill Discounting,1038104,3961878,13.5,Brazil,Medium,No,Yes,28,Low,Yes
IES001647,2019-05-12,FY2019-20,Gujarat,1,Electronic Components,85-90,Small,Indian Bank,Pre-Shipment Credit,3309862,9252458,44.1,Singapore,Low,No,Yes,25,Low,Yes
IES001648,2021-11-08,FY2021-22,Gujarat,1,Marine Products,03,Micro,EXIM Bank of India,Export Bill Discounting,225834,666779,44.7,Others,Medium,No,Yes,55,Medium,No
IES001649,2022-10-20,FY2022-23,Rajasthan,2,Plastics & Rubber,39-40,Micro,Union Bank of India,Export Bill Discounting,425119,1670690,16.9,Germany,Low,No,Yes,28,Low,Yes
IES001650,2021-01-29,FY2020-21,Karnataka,1,Textiles & Apparel,50-63,Micro,Bank of Baroda,ECGC-backed Term Loan,910062,1977700,30.2,USA,Low,No,No,38,Medium,No
IES001651,2022-05-18,FY2022-23,Jharkhand,3,Chemicals & Pharma,28-30,Micro,State Bank of India,Packing Credit,2001866,5678399,53.3,Others,Medium,No,Yes,40,Medium,No
IES001652,2021-03-14,FY2020-21,West Bengal,2,Agriculture & Food Products,01-24,Micro,Bank of Baroda,Pre-Shipment Credit,718252,2308172,48.2,South Africa,Medium,No,Yes,55,Medium,Yes
IES001653,2016-04-21,FY2016-17,Punjab,2,Leather & Footwear,41-64,Micro,SIDBI,Packing Credit,671482,2755721,34.2,Sri Lanka,Medium,No,Yes,48,Medium,No
IES001654,2023-05-07,FY2023-24,Madhya Pradesh,2,Gems & Jewellery,71,Medium,HDFC Bank,Export Factoring,11515629,42078598,23.6,USA,Low,No,No,10,Low,No
IES001655,2023-05-20,FY2023-24,Uttar Pradesh,2,Leather & Footwear,41-64,Medium,State Bank of India,Packing Credit,3016798,8095390,48.4,South Africa,Medium,No,Yes,48,Medium,No
IES001656,2022-10-01,FY2022-23,Chhattisgarh,3,Gems & Jewellery,71,Micro,Bank of India,Packing Credit,2572547,5741888,53.3,UAE,Low,No,No,30,Medium,No
IES001657,2020-03-07,FY2019-20,Tamil Nadu,1,Leather & Footwear,41-64,Micro,Bank of India,Post-Shipment Credit,860978,3788188,27.2,Germany,Low,Yes,Yes,63,High,No
IES001658,2016-06-15,FY2016-17,Maharashtra,1,Marine Products,03,Micro,Bank of India,Pre-Shipment Credit,352140,867317,31.3,USA,Low,No,Yes,45,Medium,Yes
IES001659,2018-12-03,FY2018-19,Karnataka,1,Textiles & Apparel,50-63,Small,Indian Bank,ECGC-backed Term Loan,1398098,5186132,7.6,Iran,High,No,No,38,Medium,No
IES001660,2018-11-29,FY2018-19,West Bengal,2,Agriculture & Food Products,01-24,Micro,Union Bank of India,Export Bill Discounting,716446,1180619,24.3,USA,Low,Yes,Yes,70,High,No
IES001661,2019-10-17,FY2019-20,Gujarat,1,Marine Products,03,Medium,SIDBI,ECGC-backed Term Loan,1128156,3354074,21.0,Germany,Low,No,No,25,Low,No
IES001662,2021-03-29,FY2020-21,Karnataka,1,Agriculture & Food Products,01-24,Micro,Axis Bank,ECGC-backed Term Loan,228202,473923,20.5,Others,Medium,No,No,45,Medium,No
IES001663,2017-08-07,FY2017-18,Karnataka,1,Marine Products,03,Micro,EXIM Bank of India,Post-Shipment Credit,399119,1131158,33.8,Egypt,High,No,Yes,70,High,No
IES001664,2022-08-21,FY2022-23,Odisha,3,Chemicals & Pharma,28-30,Micro,State Bank of India,ECGC-backed Term Loan,2146774,9553192,17.1,Germany,Low,No,No,20,Low,No
IES001665,2020-09-20,FY2020-21,Maharashtra,1,Marine Products,03,Micro,ICICI Bank,Post-Shipment Credit,416382,1383209,9.4,Sri Lanka,Medium,No,Yes,35,Medium,No
IES001666,2023-08-19,FY2023-24,Rajasthan,2,Handicrafts,97,Micro,Axis Bank,Export Factoring,373232,1317739,8.2,Others,Medium,No,Yes,35,Medium,No
IES001667,2015-11-19,FY2015-16,Bihar,3,Electronic Components,85-90,Micro,ICICI Bank,Packing Credit,4409261,9404555,47.1,Bangladesh,Medium,No,Yes,40,Medium,Yes
IES001668,2016-11-29,FY2016-17,Madhya Pradesh,2,Plastics & Rubber,39-40,Micro,Axis Bank,Export Factoring,964158,1534034,47.2,Iran,High,No,Yes,63,High,No
IES001669,2022-08-14,FY2022-23,Tamil Nadu,1,Engineering Goods,84-85,Micro,Indian Bank,Export Factoring,1349155,2565194,52.7,Vietnam,Low,No,Yes,30,Medium,Yes
IES001670,2015-07-23,FY2015-16,Chhattisgarh,3,Marine Products,03,Micro,State Bank of India,Packing Credit,348612,598914,15.0,UAE,Low,Yes,Yes,60,High,No
IES001671,2019-12-31,FY2019-20,Madhya Pradesh,2,Handicrafts,97,Medium,State Bank of India,Export Factoring,1661253,5207036,11.3,Russia,High,No,Yes,50,Medium,No
IES001672,2020-02-02,FY2019-20,West Bengal,2,Marine Products,03,Small,Union Bank of India,Export Factoring,483414,1145296,16.9,Others,Medium,No,Yes,40,Medium,Yes
IES001673,2018-10-17,FY2018-19,Rajasthan,2,Agriculture & Food Products,01-24,Micro,Indian Bank,Post-Shipment Credit,446192,1611687,15.9,USA,Low,No,Yes,35,Medium,Yes
IES001674,2018-12-02,FY2018-19,Maharashtra,1,Chemicals & Pharma,28-30,Micro,Bank of India,Export Bill Discounting,1247836,3244419,24.5,Russia,High,No,Yes,45,Medium,Yes
IES001675,2017-11-05,FY2017-18,Gujarat,1,Chemicals & Pharma,28-30,Medium,Punjab National Bank,Export Bill Discounting,6732114,11472275,20.8,UK,Low,No,Yes,10,Low,Yes
IES001676,2016-06-19,FY2016-17,Haryana,2,Engineering Goods,84-85,Medium,Bank of Baroda,Export Bill Discounting,12415516,28560449,30.3,Others,Medium,No,Yes,40,Medium,Yes
IES001677,2016-12-13,FY2016-17,Telangana,2,Handicrafts,97,Small,Bank of Baroda,Packing Credit,556471,2245133,23.0,Germany,Low,No,Yes,30,Medium,Yes
IES001678,2016-09-28,FY2016-17,Gujarat,1,Leather & Footwear,41-64,Micro,Punjab National Bank,ECGC-backed Term Loan,713621,2541706,20.6,Bangladesh,Medium,No,No,38,Medium,No
IES001679,2016-05-03,FY2016-17,Gujarat,1,Agriculture & Food Products,01-24,Micro,Bank of India,Export Factoring,494002,755567,25.5,USA,Low,No,Yes,35,Medium,No
IES001680,2020-04-16,FY2020-21,Tamil Nadu,1,Plastics & Rubber,39-40,Medium,SIDBI,Pre-Shipment Credit,2170644,5400861,39.7,Sri Lanka,Medium,No,Yes,38,Medium,Yes
IES001681,2017-07-07,FY2017-18,Punjab,2,Marine Products,03,Micro,Bank of India,ECGC-backed Term Loan,313005,1231637,19.7,Sri Lanka,Medium,No,No,45,Medium,No
IES001682,2019-03-03,FY2018-19,Jharkhand,3,Marine Products,03,Micro,HDFC Bank,Packing Credit,619798,1759593,41.4,Bangladesh,Medium,No,Yes,55,Medium,No
IES001683,2015-11-18,FY2015-16,Gujarat,1,Electronic Components,85-90,Small,Indian Bank,Export Bill Discounting,6600434,21973146,50.8,UK,Low,No,Yes,25,Low,Yes
IES001684,2020-11-24,FY2020-21,Maharashtra,1,Textiles & Apparel,50-63,Small,ICICI Bank,Pre-Shipment Credit,889486,1751474,42.6,China,Medium,No,Yes,43,Medium,Yes
IES001685,2023-09-22,FY2023-24,Maharashtra,1,Engineering Goods,84-85,Micro,Indian Bank,Export Bill Discounting,1385515,4050282,21.7,Sri Lanka,Medium,No,Yes,30,Medium,Yes
IES001686,2015-05-25,FY2015-16,Maharashtra,1,Gems & Jewellery,71,Micro,Canara Bank,ECGC-backed Term Loan,3875959,12550123,49.5,South Africa,Medium,No,No,40,Medium,No
IES001687,2017-08-22,FY2017-18,Tamil Nadu,1,Plastics & Rubber,39-40,Micro,ICICI Bank,Export Bill Discounting,1616746,4941169,7.6,Others,Medium,No,Yes,28,Low,Yes
IES001688,2015-04-14,FY2015-16,Assam,3,Agriculture & Food Products,01-24,Medium,Bank of Baroda,Post-Shipment Credit,2834555,6231983,29.6,USA,Low,No,Yes,35,Medium,No
IES001689,2020-05-29,FY2020-21,Maharashtra,1,Gems & Jewellery,71,Micro,EXIM Bank of India,Pre-Shipment Credit,1730499,5212952,21.1,Nigeria,High,No,No,45,Medium,No
IES001690,2016-07-28,FY2016-17,Maharashtra,1,Gems & Jewellery,71,Medium,ICICI Bank,Export Factoring,12221710,27796115,28.2,Vietnam,Low,No,No,10,Low,No
IES001691,2024-01-21,FY2023-24,Haryana,2,Handicrafts,97,Micro,ICICI Bank,ECGC-backed Term Loan,305848,556227,43.8,UAE,Low,No,No,45,Medium,No
IES001692,2015-09-07,FY2015-16,Jharkhand,3,Plastics & Rubber,39-40,Small,EXIM Bank of India,Export Bill Discounting,1927108,7561725,43.4,USA,Low,No,Yes,33,Medium,Yes
IES001693,2015-05-25,FY2015-16,Odisha,3,Engineering Goods,84-85,Small,EXIM Bank of India,Packing Credit,4677088,18722263,33.9,Germany,Low,No,Yes,25,Low,Yes
IES001694,2023-08-05,FY2023-24,Maharashtra,1,Chemicals & Pharma,28-30,Medium,Axis Bank,ECGC-backed Term Loan,6808150,23414740,27.9,USA,Low,No,No,10,Low,No
IES001695,2015-11-27,FY2015-16,Gujarat,1,Chemicals & Pharma,28-30,Micro,Indian Bank,Export Factoring,1455930,4974751,9.1,USA,Low,No,Yes,10,Low,Yes
IES001696,2020-01-21,FY2019-20,Telangana,2,Leather & Footwear,41-64,Micro,Union Bank of India,Pre-Shipment Credit,667528,1872445,19.6,Singapore,Low,No,Yes,28,Low,Yes
IES001697,2023-08-28,FY2023-24,Tamil Nadu,1,Plastics & Rubber,39-40,Micro,SIDBI,Export Factoring,603861,2158760,44.8,Others,Medium,No,Yes,48,Medium,No
IES001698,2017-03-28,FY2016-17,Karnataka,1,Electronic Components,85-90,Small,Bank of Baroda,Packing Credit,5670332,11284319,10.2,Singapore,Low,No,Yes,5,Low,Yes
IES001699,2018-02-23,FY2017-18,Rajasthan,2,Leather & Footwear,41-64,Medium,State Bank of India,Post-Shipment Credit,1254674,2283676,37.5,USA,Low,No,Yes,28,Low,Yes
IES001700,2021-06-08,FY2021-22,Bihar,3,Gems & Jewellery,71,Small,Axis Bank,Pre-Shipment Credit,12088032,49609268,46.4,Others,Medium,No,No,35,Medium,No
IES001701,2015-10-29,FY2015-16,Maharashtra,1,Leather & Footwear,41-64,Small,Canara Bank,ECGC-backed Term Loan,950206,1745709,7.5,Germany,Low,No,No,13,Low,No
IES001702,2020-09-14,FY2020-21,Bihar,3,Plastics & Rubber,39-40,Micro,Indian Bank,Export Bill Discounting,594808,1351664,11.8,South Africa,Medium,No,Yes,28,Low,Yes
IES001703,2018-10-17,FY2018-19,Tamil Nadu,1,Leather & Footwear,41-64,Micro,Punjab National Bank,Packing Credit,542665,2349168,35.5,Singapore,Low,Yes,Yes,73,High,No
IES001704,2022-06-21,FY2022-23,Maharashtra,1,Engineering Goods,84-85,Micro,ICICI Bank,Export Bill Discounting,1373639,5501316,40.5,Nigeria,High,No,Yes,55,Medium,Yes
IES001705,2019-08-22,FY2019-20,Gujarat,1,Engineering Goods,84-85,Small,ICICI Bank,Pre-Shipment Credit,5175385,12034305,37.0,Singapore,Low,No,Yes,25,Low,Yes
IES001706,2022-07-12,FY2022-23,West Bengal,2,Gems & Jewellery,71,Micro,SIDBI,Export Bill Discounting,2912937,7349007,54.9,Vietnam,Low,No,No,30,Medium,No
IES001707,2017-04-09,FY2017-18,Telangana,2,Marine Products,03,Small,ICICI Bank,Export Factoring,596462,2560024,6.2,UK,Low,No,Yes,20,Low,Yes
IES001708,2020-12-24,FY2020-21,Gujarat,1,Textiles & Apparel,50-63,Small,Indian Bank,Export Factoring,950479,3412283,41.3,UAE,Low,No,Yes,33,Medium,Yes
IES001709,2016-08-02,FY2016-17,Odisha,3,Gems & Jewellery,71,Medium,Indian Bank,Export Factoring,17637672,60709332,11.4,Sri Lanka,Medium,No,No,20,Low,No
IES001710,2023-07-03,FY2023-24,Punjab,2,Handicrafts,97,Small,State Bank of India,Export Bill Discounting,772736,2666373,54.1,USA,Low,No,Yes,40,Medium,Yes
IES001711,2020-04-01,FY2020-21,Uttar Pradesh,2,Chemicals & Pharma,28-30,Small,Punjab National Bank,ECGC-backed Term Loan,2478979,4015559,23.1,USA,Low,No,No,15,Low,No
IES001712,2020-01-26,FY2019-20,Gujarat,1,Plastics & Rubber,39-40,Small,Axis Bank,Export Factoring,2219282,8830902,40.1,South Africa,Medium,No,Yes,43,Medium,Yes
IES001713,2018-08-04,FY2018-19,Tamil Nadu,1,Agriculture & Food Products,01-24,Micro,Union Bank of India,Export Factoring,409562,1138862,28.5,UK,Low,No,Yes,35,Medium,No
IES001714,2016-03-19,FY2015-16,Maharashtra,1,Electronic Components,85-90,Medium,Union Bank of India,Packing Credit,11198048,47991100,37.1,Turkey,Medium,No,Yes,40,Medium,Yes
IES001715,2016-05-23,FY2016-17,West Bengal,2,Handicrafts,97,Small,Canara Bank,Post-Shipment Credit,512956,871084,53.6,Germany,Low,No,Yes,40,Medium,Yes
IES001716,2019-04-06,FY2019-20,Jharkhand,3,Plastics & Rubber,39-40,Small,Punjab National Bank,ECGC-backed Term Loan,833958,2151761,28.9,USA,Low,No,No,23,Low,No
IES001717,2018-05-18,FY2018-19,Tamil Nadu,1,Leather & Footwear,41-64,Small,Bank of Baroda,Export Bill Discounting,2228834,7771267,40.8,China,Medium,No,Yes,43,Medium,No
IES001718,2018-04-23,FY2018-19,Uttar Pradesh,2,Gems & Jewellery,71,Small,Indian Bank,ECGC-backed Term Loan,5111255,11778527,20.8,Bangladesh,Medium,No,No,25,Low,No
IES001719,2022-07-20,FY2022-23,Telangana,2,Agriculture & Food Products,01-24,Micro,ICICI Bank,Export Factoring,549406,889703,34.9,USA,Low,No,Yes,45,Medium,Yes
IES001720,2020-09-30,FY2020-21,Telangana,2,Handicrafts,97,Micro,State Bank of India,ECGC-backed Term Loan,123900,509115,49.5,Brazil,Medium,No,No,55,Medium,No
IES001721,2016-03-07,FY2015-16,Tamil Nadu,1,Chemicals & Pharma,28-30,Micro,Union Bank of India,ECGC-backed Term Loan,938202,1623940,38.5,Vietnam,Low,No,No,30,Medium,No
IES001722,2018-07-11,FY2018-19,Maharashtra,1,Marine Products,03,Small,HDFC Bank,Post-Shipment Credit,395112,1566136,17.2,USA,Low,Yes,Yes,65,High,No
IES001723,2018-10-05,FY2018-19,Punjab,2,Gems & Jewellery,71,Small,SIDBI,Post-Shipment Credit,11271404,46566243,17.2,Vietnam,Low,No,No,15,Low,No
IES001724,2017-11-29,FY2017-18,Karnataka,1,Chemicals & Pharma,28-30,Small,ICICI Bank,Post-Shipment Credit,3467902,10929828,14.6,UK,Low,No,Yes,5,Low,Yes
IES001725,2017-07-18,FY2017-18,Maharashtra,1,Plastics & Rubber,39-40,Medium,Union Bank of India,ECGC-backed Term Loan,4363437,7183521,47.2,USA,Low,No,No,38,Medium,No
IES001726,2024-03-31,FY2023-24,Rajasthan,2,Handicrafts,97,Medium,Axis Bank,Export Factoring,1482225,4171177,22.1,Russia,High,No,Yes,60,High,Yes
IES001727,2024-03-04,FY2023-24,Rajasthan,2,Marine Products,03,Micro,Axis Bank,Packing Credit,325397,1226727,34.1,Germany,Low,No,Yes,45,Medium,Yes
IES001728,2015-07-10,FY2015-16,Karnataka,1,Plastics & Rubber,39-40,Medium,HDFC Bank,Pre-Shipment Credit,3417409,7039077,14.4,Sri Lanka,Medium,No,Yes,28,Low,Yes
IES001729,2015-07-27,FY2015-16,Andhra Pradesh,2,Handicrafts,97,Small,Bank of Baroda,Export Factoring,672924,1044710,7.5,Russia,High,No,Yes,45,Medium,Yes
IES001730,2017-04-28,FY2017-18,Uttar Pradesh,2,Handicrafts,97,Medium,Canara Bank,Post-Shipment Credit,1197132,3852742,46.0,Egypt,High,No,Yes,70,High,No
IES001731,2016-08-02,FY2016-17,Rajasthan,2,Textiles & Apparel,50-63,Micro,ICICI Bank,Pre-Shipment Credit,624296,2053334,18.7,UK,Low,No,Yes,28,Low,Yes
IES001732,2017-04-23,FY2017-18,Karnataka,1,Leather & Footwear,41-64,Small,Union Bank of India,ECGC-backed Term Loan,820291,1295916,41.8,USA,Low,No,No,33,Medium,No
